SiO2,Al2O3,Fe2O3,CaO,FA_m,FA_d,Coarse_m,Fine_m,Coarse_d,Fine_d,SS_m,SH_m,Sup_plas_m,Total_water_m,Init_curing_time,Init_curing_temp,Init_curing_rest_time,Final_curing_temp,CS28
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,46,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,46,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.327157944,1080,830,2.603162764,2.601333482,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.368113686,990,920,2.603154181,2.601329863,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408,2.272214267,1080,830,2.60313727,2.601322733,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408,2.368736564,990,920,2.603101383,2.601307602,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,46,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,55,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,70,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,46,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,55,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,1,70,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,80.6208,2,55,1.268236915,24,36.77393813
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,70.6368,2,55,1.268236915,24,36.77393813
51.7,31.9,3.48,1.21,418,2.5,1079,593,2.7,2.65,179,72,0,159.403,0.416666667,60,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,431,2.5,1113,612,2.7,2.65,154,62,0,137.178,0.416666667,60,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,445,2.5,1149,632,2.7,2.65,127,51,0,113.039,0.416666667,60,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,418,2.5,1079,593,2.7,2.65,179,72,0,159.403,0.416666667,90,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,431,2.5,1113,612,2.7,2.65,154,62,0,137.178,0.416666667,90,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,445,2.5,1149,632,2.7,2.65,127,51,0,113.039,0.416666667,90,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,418,2.5,1079,593,2.7,2.65,179,72,0,159.403,0.416666667,120,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,431,2.5,1113,612,2.7,2.65,154,62,0,137.178,0.416666667,120,1.268236915,65,36.77393813
51.7,31.9,3.48,1.21,445,2.5,1149,632,2.7,2.65,127,51,0,113.039,0.416666667,120,1.268236915,65,36.77393813
50.7,28.8,8.8,2.38,400,2.208923611,1293,554,2.5,2.6,112.9,45.2,4,90.1409,3,100,2,24,45.7323
56.31,31.82,4.77,2.33,580,2.18,1051,566,2.62,2.56,145,58,0,109.91,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1051,566,2.62,2.56,145,58,0,105.27,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1051,566,2.62,2.56,145,58,0,100.63,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1051,566,2.62,2.56,145,58,0,95.99,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1032,556,2.62,2.56,165.71,66.28,0,125.6061,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1032,556,2.62,2.56,165.71,66.28,0,120.3037,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1032,556,2.62,2.56,165.71,66.28,0,115.0013,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1032,556,2.62,2.56,165.71,66.28,0,109.6989,1,24,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,141.3129,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,135.3473,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,123.4161,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,994,536,2.62,2.56,207.14,82.86,0,157.0142,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,994,536,2.62,2.56,207.14,82.86,0,150.3854,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,994,536,2.62,2.56,207.14,82.86,0,143.7566,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,994,536,2.62,2.56,207.14,82.86,0,137.1278,1,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,0.5,75,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,0.75,75,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,1,75,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,0.5,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,0.75,90,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,0.5,105,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,0.75,105,1,24,36.77393813
56.31,31.82,4.77,2.33,580,2.18,1013,546,2.62,2.56,186.43,74.57,0,129.3817,1,105,1,24,36.77393813
74.18,9.44,4.22,5.53,459,2.208923611,1172,539,2.671952862,2.6303367,142.8571429,57.14285714,0,100.1428571,1,20,1.268236915,24,14.2373
74.18,9.44,4.22,5.53,459,2.208923611,1172,539,2.671952862,2.6303367,142.8571429,57.14285714,0,100.1428571,1,80,1.268236915,24,25.5932
65.6,26.53,5.49,0.31,430,2.42,1243,533,2.78,2.73,138,56,8.6,109.4662,1,60,1,27,31.0558
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,100.8712,1,60,1,27,32.6797
65.6,26.53,5.49,0.31,364,2.42,1311,562,2.78,2.73,117,46,7.28,91.7963,1,60,1,27,32.9878
65.6,26.53,5.49,0.31,331,2.42,1344,576,2.78,2.73,106,42,6.62,83.4014,1,60,1,27,31.0693
65.6,26.53,5.49,0.31,298,2.42,1377,590,2.78,2.73,96,38,5.96,75.4864,1,60,1,27,27.5311
65.6,26.53,5.49,0.31,430,2.42,1243,533,2.78,2.73,138,55,8.6,104.3862,1,60,1,27,33.9639
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,96.7912,1,60,1,27,35.6706
65.6,26.53,5.49,0.31,364,2.42,1311,562,2.78,2.73,117,47,7.28,88.7163,1,60,1,27,36.5875
65.6,26.53,5.49,0.31,331,2.42,1344,576,2.78,2.73,106,42,6.62,80.0414,1,60,1,27,33.5492
65.6,26.53,5.49,0.31,298,2.42,1377,590,2.78,2.73,96,38,5.96,72.4464,1,60,1,27,32.997
65.6,26.53,5.49,0.31,430,2.42,1243,533,2.78,2.73,138,55,8.6,99.9862,1,60,1,27,36.1281
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,50,7.94,92.1912,1,60,1,27,38.6522
65.6,26.53,5.49,0.31,364,2.42,1311,562,2.78,2.73,117,47,7.28,84.9563,1,60,1,27,37.219
65.6,26.53,5.49,0.31,331,2.42,1344,576,2.78,2.73,106,42,6.62,76.6814,1,60,1,27,35.2233
65.6,26.53,5.49,0.31,298,2.42,1377,590,2.78,2.73,96,158,5.96,131.8064,1,60,1,27,32.21
65.6,26.53,5.49,0.31,430,2.42,1243,533,2.78,2.73,138,55,8.6,95.5862,1,60,1,27,37.9775
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,88.6312,1,60,1,27,39.1011
65.6,26.53,5.49,0.31,364,2.42,1311,562,2.78,2.73,117,47,7.28,81.1963,1,60,1,27,37.9775
65.6,26.53,5.49,0.31,331,2.42,1344,576,2.78,2.73,106,42,6.62,73.3214,1,60,1,27,36.5169
65.6,26.53,5.49,0.31,298,2.42,1377,590,2.78,2.73,96,38,5.96,66.3664,1,60,1,27,32.0225
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,100.8712,1,60,1,27,24.5319
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,100.8712,1,70,1,27,28.6809
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,100.8712,1,80,1,27,32.7567
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,100.8712,1,90,1,27,34.2404
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,100.8712,1,100,1,27,34.3915
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,96.7912,1,60,1,27,27.4779
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,96.7912,1,70,1,27,32.2257
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,96.7912,1,80,1,27,34.4945
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,96.7912,1,90,1,27,35.9824
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,96.7912,1,100,1,27,37.8173
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,92.7112,1,60,1,27,29.434
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,92.7112,1,70,1,27,33.8365
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,92.7112,1,80,1,27,36.478
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,92.7112,1,90,1,27,40.5031
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,92.7112,1,100,1,27,40.8805
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,88.6312,1,60,1,27,28.0907
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,88.6312,1,70,1,27,33.3548
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,88.6312,1,80,1,27,35.1859
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,88.6312,1,90,1,27,39.7682
65.6,26.53,5.49,0.31,397,2.42,1277,547,2.78,2.73,128,51,7.94,88.6312,1,100,1,27,40.3513
50.76,27.32,4.64,5.4,280,2.208923611,1309,561,2.671952862,2.6303367,126,84,0,123.7278,1,25,1.13411766,24,25.4
50.76,27.32,4.64,5.4,280,2.208923611,1309,561,2.671952862,2.6303367,126,84,0,123.7278,1,25,1.13411766,24,24.4
50.76,27.32,4.64,5.4,280,2.208923611,1309,561,2.671952862,2.6303367,126,84,0,123.7278,1,80,1.266935064,24,43.3
50.76,27.32,4.64,5.4,280,2.208923611,1309,561,2.671952862,2.6303367,126,84,0,123.7278,1,80,1.266935064,24,49.1
50.76,27.32,4.64,5.4,280,2.208923611,1309,561,2.671952862,2.6303367,126,84,0,123.7278,1,80,1,24,48.1
50.76,27.32,4.64,5.4,280,2.208923611,1309,561,2.671952862,2.6303367,126,84,0,123.7278,1,80,1,24,49.1
